State,Year,Office,County,D#,R#,S#,Silver#,Ind.#,Pop.#,Prog.#,Proh.#,AI#,Cit.#,None#,I#,Ref.#,NL#,G#,L#,NA#,W/I#,I1#,I2#,I3#,I4#,Tea#,IA#,Others,O#,Year / Office,D1#,D2#
Nevada,,,Elko,,3242,,,,,,,,,240,,,,,,,,,,,,,,,,1986 Lt. Governor,2772,
Nevada,,,Esmeralda,,260,,,,,,,,,32,,,,,,,,,,,,,,,,1986 Lt. Governor,287,
Nevada,,,Eureka,,329,,,,,,,,,32,,,,,,,,,,,,,,,,1986 Lt. Governor,203,
Nevada,,,Humboldt,,1478,,,,,,,,,135,,,,,,,,,,,,,,,,1986 Lt. Governor,1489,
Nevada,,,Lander,,858,,,,,,,,,97,,,,,,,,,,,,,,,,1986 Lt. Governor,712,
Nevada,,,Lincoln,,714,,,,,,,,,45,,,,,,,,,,,,,,,,1986 Lt. Governor,792,
Nevada,,,Lyon,,2836,,,,,,,,,197,,,,,,,,,,,,,,,,1986 Lt. Governor,3043,
Nevada,,,Mineral,,749,,,,,,,,,92,,,,,,,,,,,,,,,,1986 Lt. Governor,1417,
Nevada,,,Nye,,1866,,,,,,,,,144,,,,,,,,,,,,,,,,1986 Lt. Governor,2374,
Nevada,,,Pershing,,585,,,,,,,,,52,,,,,,,,,,,,,,,,1986 Lt. Governor,593,
Nevada,,,Storey,,514,,,,,,,,,45,,,,,,,,,,,,,,,,1986 Lt. Governor,538,
Nevada,,,Washoe,,34199,,,,,,,,,1987,,,,,,,,,,,,,,,,1986 Lt. Governor,33141,
Nevada,,,White Pine,,1003,,,,,,,,,154,,,,,,,,,,,,,,,,1986 Lt. Governor,1874,
Nevada,,,Carson City,,5885,,,,,,,,,530,,,,,369,,,,,,,,,,,1986 Secretary of State,6194,
Nevada,,,Churchill,,2450,,,,,,,,,202,,,,,130,,,,,,,,,,,1986 Secretary of State,2478,
Nevada,,,Clark,,51809,,,,,,,,,5902,,,,,3594,,,,,,,,,,,1986 Secretary of State,69247,
Nevada,,,Douglas,,4756,,,,,,,,,384,,,,,231,,,,,,,,,,,1986 Secretary of State,2862,
Nevada,,,Elko,,3231,,,,,,,,,284,,,,,165,,,,,,,,,,,1986 Secretary of State,2575,
Nevada,,,Esmeralda,,233,,,,,,,,,54,,,,,26,,,,,,,,,,,1986 Secretary of State,253,
Nevada,,,Eureka,,294,,,,,,,,,34,,,,,13,,,,,,,,,,,1986 Secretary of State,217,
Nevada,,,Humboldt,,1228,,,,,,,,,161,,,,,90,,,,,,,,,,,1986 Secretary of State,1565,
Nevada,,,Lander,,747,,,,,,,,,101,,,,,85,,,,,,,,,,,1986 Secretary of State,741,
Nevada,,,Lincoln,,626,,,,,,,,,87,,,,,45,,,,,,,,,,,1986 Secretary of State,784,
Nevada,,,Lyon,,2476,,,,,,,,,302,,,,,230,,,,,,,,,,,1986 Secretary of State,3047,
Nevada,,,Mineral,,737,,,,,,,,,139,,,,,74,,,,,,,,,,,1986 Secretary of State,1298,
Nevada,,,Nye,,1769,,,,,,,,,185,,,,,115,,,,,,,,,,,1986 Secretary of State,2287,
Nevada,,,Pershing,,494,,,,,,,,,69,,,,,59,,,,,,,,,,,1986 Secretary of State,598,
Nevada,,,Storey,,367,,,,,,,,,65,,,,,51,,,,,,,,,,,1986 Secretary of State,613,
Nevada,,,Washoe,,27780,,,,,,,,,2296,,,,,2385,,,,,,,,,,,1986 Secretary of State,36597,
Nevada,,,White Pine,,1084,,,,,,,,,260,,,,,124,,,,,,,,,,,1986 Secretary of State,1517,
Nevada,,,Carson City,,7262,,,,,,,,,828,,,,,330,,,,,,,,,,,1986 Treasurer,4436,
Nevada,,,Churchill,,3096,,,,,,,,,350,,,,,135,,,,,,,,,,,1986 Treasurer,1621,
Nevada,,,Clark,,58409,,,,,,,,,9379,,,,,3700,,,,,,,,,,,1986 Treasurer,56590,
Nevada,,,Douglas,,5009,,,,,,,,,644,,,,,250,,,,,,,,,,,1986 Treasurer,2190,
Nevada,,,Elko,,3243,,,,,,,,,525,,,,,207,,,,,,,,,,,1986 Treasurer,2143,
Nevada,,,Esmeralda,,273,,,,,,,,,71,,,,,22,,,,,,,,,,,1986 Treasurer,199,
Nevada,,,Eureka,,290,,,,,,,,,57,,,,,21,,,,,,,,,,,1986 Treasurer,185,
Nevada,,,Humboldt,,1718,,,,,,,,,271,,,,,101,,,,,,,,,,,1986 Treasurer,899,
Nevada,,,Lander,,880,,,,,,,,,186,,,,,59,,,,,,,,,,,1986 Treasurer,514,
Nevada,,,Lincoln,,700,,,,,,,,,152,,,,,42,,,,,,,,,,,1986 Treasurer,613,
Nevada,,,Lyon,,3285,,,,,,,,,499,,,,,273,,,,,,,,,,,1986 Treasurer,1913,
Nevada,,,Mineral,,1034,,,,,,,,,225,,,,,77,,,,,,,,,,,1986 Treasurer,874,
Nevada,,,Nye,,2116,,,,,,,,,303,,,,,166,,,,,,,,,,,1986 Treasurer,1700,
Nevada,,,Pershing,,653,,,,,,,,,124,,,,,35,,,,,,,,,,,1986 Treasurer,388,
Nevada,,,Storey,,599,,,,,,,,,94,,,,,39,,,,,,,,,,,1986 Treasurer,348,
Nevada,,,Washoe,,39276,,,,,,,,,4024,,,,,2080,,,,,,,,,,,1986 Treasurer,22054,
Nevada,,,White Pine,,1012,,,,,,,,,373,,,,,138,,,,,,,,,,,1986 Treasurer,1403,
Nevada,,,Carson City,,8980,,,,,,,,,949,,,,,467,,,,,,,,,,,1994 Controller,5716,
Nevada,,,Churchill,,3667,,,,,,,,,429,,,,,247,,,,,,,,,,,1994 Controller,2407,
Nevada,,,Clark,,88517,,,,,,,,,14286,,,,,6573,,,,,,,,,,,1994 Controller,101700,
Nevada,,,Douglas,,7522,,,,,,,,,889,,,,,457,,,,,,,,,,,1994 Controller,4314,
Nevada,,,Elko,,5215,,,,,,,,,608,,,,,405,,,,,,,,,,,1994 Controller,3576,
Nevada,,,Esmeralda,,225,,,,,,,,,42,,,,,32,,,,,,,,,,,1994 Controller,242,
Nevada,,,Eureka,,362,,,,,,,,,50,,,,,18,,,,,,,,,,,1994 Controller,215,
Nevada,,,Humboldt,,1957,,,,,,,,,325,,,,,129,,,,,,,,,,,1994 Controller,1826,
Nevada,,,Lander,,925,,,,,,,,,154,,,,,71,,,,,,,,,,,1994 Controller,894,
Nevada,,,Lincoln,,813,,,,,,,,,152,,,,,61,,,,,,,,,,,1994 Controller,785,
Nevada,,,Lyon,,3977,,,,,,,,,570,,,,,333,,,,,,,,,,,1994 Controller,3302,
Nevada,,,Mineral,,814,,,,,,,,,143,,,,,94,,,,,,,,,,,1994 Controller,1364,
Nevada,,,Nye,,2808,,,,,,,,,405,,,,,371,,,,,,,,,,,1994 Controller,3449,
Nevada,,,Pershing,,563,,,,,,,,,111,,,,,63,,,,,,,,,,,1994 Controller,744,
Nevada,,,Storey,,686,,,,,,,,,134,,,,,85,,,,,,,,,,,1994 Controller,685,
Nevada,,,Washoe,,43025,,,,,,,,,5026,,,,,3929,,,,,,,,,,,1994 Controller,32692,
Nevada,,,White Pine,,1106,,,,,,,,,297,,,,,105,,,,,,,,,,,1994 Controller,1604,
Nevada,,,Carson City,,11763,,,,,,,,,517,,,,,,,,,,,,,991,,,1994 Secretary of State,2849,
Nevada,,,Churchill,,4037,,,,,,,,,632,,,,,,,,,,,,,662,,,1994 Secretary of State,1464,
Nevada,,,Clark,,107746,,,,,,,,,14053,,,,,,,,,,,,,16595,,,1994 Secretary of State,72955,
Nevada,,,Douglas,,8507,,,,,,,,,815,,,,,,,,,,,,,1051,,,1994 Secretary of State,2820,
Nevada,,,Elko,,5600,,,,,,,,,785,,,,,,,,,,,,,1234,,,1994 Secretary of State,2153,
Nevada,,,Esmeralda,,276,,,,,,,,,48,,,,,,,,,,,,,55,,,1994 Secretary of State,151,
Nevada,,,Eureka,,369,,,,,,,,,69,,,,,,,,,,,,,68,,,1994 Secretary of State,141,
Nevada,,,Humboldt,,2381,,,,,,,,,462,,,,,,,,,,,,,409,,,1994 Secretary of State,971,
Nevada,,,Lander,,1040,,,,,,,,,242,,,,,,,,,,,,,300,,,1994 Secretary of State,512,
Nevada,,,Lincoln,,854,,,,,,,,,172,,,,,,,,,,,,,218,,,1994 Secretary of State,562,
Nevada,,,Lyon,,4578,,,,,,,,,617,,,,,,,,,,,,,891,,,1994 Secretary of State,2043,
Nevada,,,Mineral,,1023,,,,,,,,,303,,,,,,,,,,,,,272,,,1994 Secretary of State,782,
Nevada,,,Nye,,3386,,,,,,,,,482,,,,,,,,,,,,,991,,,1994 Secretary of State,2189,
Nevada,,,Pershing,,748,,,,,,,,,179,,,,,,,,,,,,,188,,,1994 Secretary of State,341,
Nevada,,,Storey,,834,,,,,,,,,148,,,,,,,,,,,,,172,,,1994 Secretary of State,427,
Nevada,,,Washoe,,49724,,,,,,,,,5325,,,,,,,,,,,,,6629,,,1994 Secretary of State,21936,
Nevada,,,White Pine,,1175,,,,,,,,,430,,,,,,,,,,,,,405,,,1994 Secretary of State,1125,
Nevada,,,Carson City,,7841,,,,,,,,,256,,,,,211,,,,,,,,277,,,1998 Attorney General,7998,
Nevada,,,Churchill,,3460,,,,,,,,,91,,,,,103,,,,,,,,211,,,1998 Attorney General,3298,
Nevada,,,Clark,,103544,,,,,,,,,3914,,,,,4526,,,,,,,,5898,,,1998 Attorney General,119202,
Nevada,,,Douglas,,7404,,,,,,,,,204,,,,,227,,,,,,,,239,,,1998 Attorney General,6293,
Nevada,,,Elko,,6324,,,,,,,,,214,,,,,223,,,,,,,,348,,,1998 Attorney General,2927,
Nevada,,,Esmeralda,,261,,,,,,,,,23,,,,,12,,,,,,,,25,,,1998 Attorney General,205,
Nevada,,,Eureka,,349,,,,,,,,,25,,,,,11,,,,,,,,34,,,1998 Attorney General,245,
Nevada,,,Humboldt,,1718,,,,,,,,,83,,,,,69,,,,,,,,83,,,1998 Attorney General,2221,
Nevada,,,Lander,,907,,,,,,,,,54,,,,,44,,,,,,,,49,,,1998 Attorney General,995,
Nevada,,,Lincoln,,948,,,,,,,,,70,,,,,44,,,,,,,,143,,,1998 Attorney General,738,
Nevada,,,Lyon,,4238,,,,,,,,,159,,,,,151,,,,,,,,192,,,1998 Attorney General,4547,
Nevada,,,Mineral,,624,,,,,,,,,49,,,,,27,,,,,,,,64,,,1998 Attorney General,1391,
Nevada,,,Nye,,4019,,,,,,,,,189,,,,,287,,,,,,,,258,,,1998 Attorney General,4695,
Nevada,,,Pershing,,636,,,,,,,,,34,,,,,32,,,,,,,,39,,,1998 Attorney General,805,
Nevada,,,Storey,,629,,,,,,,,,40,,,,,39,,,,,,,,56,,,1998 Attorney General,897,
Nevada,,,Washoe,,38366,,,,,,,,,1121,,,,,1625,,,,,,,,1581,,,1998 Attorney General,52240,
Nevada,,,White Pine,,1221,,,,,,,,,58,,,,,41,,,,,,,,106,,,1998 Attorney General,1874,
Nevada,,,Carson City,,8019,,,,,,,,,760,,,,,358,,,,,,,,427,,,1998 Controller,6754,
Nevada,,,Churchill,,3917,,,,,,,,,432,,,,,189,,,,,,,,302,,,1998 Controller,2184,
Nevada,,,Clark,,107032,,,,,,,,,12593,,,,,8792,,,,,,,,7484,,,1998 Controller,104434,
Nevada,,,Douglas,,8229,,,,,,,,,660,,,,,383,,,,,,,,426,,,1998 Controller,4442,
Nevada,,,Elko,,5578,,,,,,,,,471,,,,,367,,,,,,,,641,,,1998 Controller,2839,
Nevada,,,Esmeralda,,288,,,,,,,,,39,,,,,35,,,,,,,,32,,,1998 Controller,131,
Nevada,,,Eureka,,371,,,,,,,,,61,,,,,29,,,,,,,,51,,,1998 Controller,148,
Nevada,,,Humboldt,,2097,,,,,,,,,311,,,,,128,,,,,,,,131,,,1998 Controller,1413,
Nevada,,,Lander,,1061,,,,,,,,,196,,,,,111,,,,,,,,93,,,1998 Controller,566,
Nevada,,,Lincoln,,980,,,,,,,,,189,,,,,82,,,,,,,,93,,,1998 Controller,552,
Nevada,,,Lyon,,4723,,,,,,,,,513,,,,,275,,,,,,,,392,,,1998 Controller,3277,
Nevada,,,Mineral,,768,,,,,,,,,220,,,,,69,,,,,,,,110,,,1998 Controller,937,
Nevada,,,Nye,,4315,,,,,,,,,546,,,,,729,,,,,,,,272,,,1998 Controller,3466,
Nevada,,,Pershing,,690,,,,,,,,,154,,,,,57,,,,,,,,87,,,1998 Controller,524,
Nevada,,,Storey,,742,,,,,,,,,113,,,,,78,,,,,,,,86,,,1998 Controller,620,
Nevada,,,Washoe,,43756,,,,,,,,,4038,,,,,2745,,,,,,,,2104,,,1998 Controller,39531,
Nevada,,,White Pine,,1451,,,,,,,,,248,,,,,110,,,,,,,,137,,,1998 Controller,1283,
Nevada,,,Carson City,,8773,,,,,,,,,582,,,,,389,,,,,,,,544,,,1998 Lt. Governor,6233,
Nevada,,,Churchill,,4400,,,,,,,,,379,,,,,180,,,,,,,,407,,,1998 Lt. Governor,1780,
Nevada,,,Clark,,119215,,,,,,,,,8561,,,,,6720,,,,,,,,9632,,,1998 Lt. Governor,103990,
Nevada,,,Douglas,,8686,,,,,,,,,548,,,,,377,,,,,,,,520,,,1998 Lt. Governor,4121,
Nevada,,,Elko,,6234,,,,,,,,,423,,,,,353,,,,,,,,592,,,1998 Lt. Governor,2397,
Nevada,,,Esmeralda,,292,,,,,,,,,43,,,,,24,,,,,,,,46,,,1998 Lt. Governor,122,
Nevada,,,Eureka,,379,,,,,,,,,59,,,,,19,,,,,,,,51,,,1998 Lt. Governor,157,
Nevada,,,Humboldt,,2444,,,,,,,,,250,,,,,124,,,,,,,,160,,,1998 Lt. Governor,1210,
Nevada,,,Lander,,1131,,,,,,,,,198,,,,,90,,,,,,,,140,,,1998 Lt. Governor,486,
Nevada,,,Lincoln,,1048,,,,,,,,,119,,,,,58,,,,,,,,152,,,1998 Lt. Governor,525,
Nevada,,,Lyon,,4971,,,,,,,,,413,,,,,299,,,,,,,,467,,,1998 Lt. Governor,3087,
Nevada,,,Mineral,,934,,,,,,,,,179,,,,,66,,,,,,,,124,,,1998 Lt. Governor,844,
Nevada,,,Nye,,4747,,,,,,,,,450,,,,,395,,,,,,,,479,,,1998 Lt. Governor,3347,
Nevada,,,Pershing,,815,,,,,,,,,94,,,,,64,,,,,,,,68,,,1998 Lt. Governor,495,
Nevada,,,Storey,,852,,,,,,,,,86,,,,,82,,,,,,,,106,,,1998 Lt. Governor,531,
Nevada,,,Washoe,,48178,,,,,,,,,3504,,,,,2918,,,,,,,,3408,,,1998 Lt. Governor,36271,
Nevada,,,White Pine,,1682,,,,,,,,,208,,,,,77,,,,,,,,189,,,1998 Lt. Governor,1120,
Nevada,,,Carson City,,12709,,,,,,,,,1159,,,559,,595,,,,,,,,1205,,,1998 Secretary of State,,
Nevada,,,Churchill,,4976,,,,,,,,,678,,,343,,270,,,,,,,,814,,,1998 Secretary of State,,
Nevada,,,Clark,,149265,,,,,,,,,33327,,,14983,,13525,,,,,,,,25937,,,1998 Secretary of State,,
Nevada,,,Douglas,,10572,,,,,,,,,1172,,,457,,545,,,,,,,,1345,,,1998 Secretary of State,,
Nevada,,,Elko,,6881,,,,,,,,,935,,,447,,467,,,,,,,,1129,,,1998 Secretary of State,,
Nevada,,,Esmeralda,,336,,,,,,,,,72,,,22,,39,,,,,,,,60,,,1998 Secretary of State,,
Nevada,,,Eureka,,438,,,,,,,,,81,,,33,,29,,,,,,,,71,,,1998 Secretary of State,,
Nevada,,,Humboldt,,2840,,,,,,,,,482,,,197,,159,,,,,,,,443,,,1998 Secretary of State,,
Nevada,,,Lander,,1341,,,,,,,,,263,,,131,,99,,,,,,,,194,,,1998 Secretary of State,,
Nevada,,,Lincoln,,1133,,,,,,,,,293,,,134,,79,,,,,,,,235,,,1998 Secretary of State,,
Nevada,,,Lyon,,6163,,,,,,,,,922,,,374,,486,,,,,,,,1144,,,1998 Secretary of State,,
Nevada,,,Mineral,,1271,,,,,,,,,325,,,125,,91,,,,,,,,294,,,1998 Secretary of State,,
Nevada,,,Nye,,5602,,,,,,,,,1281,,,496,,783,,,,,,,,1108,,,1998 Secretary of State,,
Nevada,,,Pershing,,992,,,,,,,,,214,,,74,,64,,,,,,,,179,,,1998 Secretary of State,,
Nevada,,,Storey,,1059,,,,,,,,,178,,,74,,103,,,,,,,,208,,,1998 Secretary of State,,
Nevada,,,Washoe,,62641,,,,,,,,,9785,,,5449,,5312,,,,,,,,8075,,,1998 Secretary of State,,
Nevada,,,White Pine,,1805,,,,,,,,,596,,,182,,152,,,,,,,,452,,,1998 Secretary of State,,
Nevada,,,Carson City,,11400,,,,,,,,,2160,,,,,984,,,,,,,,1512,,,1998 Treasurer,,
Nevada,,,Churchill,,4947,,,,,,,,,868,,,,,383,,,,,,,,739,,,1998 Treasurer,,
Nevada,,,Clark,,133593,,,,,,,,,47168,,,,,25070,,,,,,,,24319,,,1998 Treasurer,,
Nevada,,,Douglas,,10335,,,,,,,,,1666,,,,,814,,,,,,,,1174,,,1998 Treasurer,,
Nevada,,,Elko,,6755,,,,,,,,,1341,,,,,721,,,,,,,,939,,,1998 Treasurer,,
Nevada,,,Esmeralda,,317,,,,,,,,,106,,,,,42,,,,,,,,57,,,1998 Treasurer,,
Nevada,,,Eureka,,408,,,,,,,,,131,,,,,44,,,,,,,,64,,,1998 Treasurer,,
Nevada,,,Humboldt,,2633,,,,,,,,,721,,,,,257,,,,,,,,399,,,1998 Treasurer,,
Nevada,,,Lander,,1270,,,,,,,,,401,,,,,152,,,,,,,,183,,,1998 Treasurer,,
Nevada,,,Lincoln,,1008,,,,,,,,,434,,,,,130,,,,,,,,252,,,1998 Treasurer,,
Nevada,,,Lyon,,5690,,,,,,,,,1379,,,,,757,,,,,,,,1106,,,1998 Treasurer,,
Nevada,,,Mineral,,1183,,,,,,,,,440,,,,,166,,,,,,,,291,,,1998 Treasurer,,
Nevada,,,Nye,,5220,,,,,,,,,1959,,,,,1100,,,,,,,,872,,,1998 Treasurer,,
Nevada,,,Pershing,,950,,,,,,,,,293,,,,,98,,,,,,,,158,,,1998 Treasurer,,
Nevada,,,Storey,,901,,,,,,,,,284,,,,,198,,,,,,,,211,,,1998 Treasurer,,
Nevada,,,Washoe,,61140,,,,,,,,,12835,,,,,9512,,,,,,,,6126,,,1998 Treasurer,,
Nevada,,,White Pine,,1844,,,,,,,,,656,,,,,255,,,,,,,,379,,,1998 Treasurer,,
Nevada,,,Carson City,,11016,,,,,,,,,868,,,,,,,,,,,,,720,,,2002 Attorney General,4576,
Nevada,,,Churchill,,4951,,,,,,,,,281,,,,,,,,,,,,,349,,,2002 Attorney General,1661,
Nevada,,,Clark,,166221,,,,,,,,,10245,,,,,,,,,,,,,11085,,,2002 Attorney General,114652,
Nevada,,,Douglas,,11346,,,,,,,,,760,,,,,,,,,,,,,646,,,2002 Attorney General,3814,
Nevada,,,Elko,,7586,,,,,,,,,407,,,,,,,,,,,,,527,,,2002 Attorney General,2414,
Nevada,,,Esmeralda,,256,,,,,,,,,32,,,,,,,,,,,,,26,,,2002 Attorney General,122,
Nevada,,,Eureka,,451,,,,,,,,,46,,,,,,,,,,,,,27,,,2002 Attorney General,151,
Nevada,,,Humboldt,,2698,,,,,,,,,233,,,,,,,,,,,,,182,,,2002 Attorney General,1093,
Nevada,,,Lander,,1273,,,,,,,,,53,,,,,,,,,,,,,60,,,2002 Attorney General,459,
Nevada,,,Lincoln,,989,,,,,,,,,89,,,,,,,,,,,,,86,,,2002 Attorney General,548,
Nevada,,,Lyon,,6870,,,,,,,,,481,,,,,,,,,,,,,607,,,2002 Attorney General,2908,
Nevada,,,Mineral,,1027,,,,,,,,,117,,,,,,,,,,,,,133,,,2002 Attorney General,730,
Nevada,,,Nye,,6144,,,,,,,,,360,,,,,,,,,,,,,542,,,2002 Attorney General,3628,
Nevada,,,Pershing,,1027,,,,,,,,,87,,,,,,,,,,,,,95,,,2002 Attorney General,448,
Nevada,,,Storey,,955,,,,,,,,,94,,,,,,,,,,,,,96,,,2002 Attorney General,482,
Nevada,,,Washoe,,66038,,,,,,,,,4477,,,,,,,,,,,,,4722,,,2002 Attorney General,28741,
Nevada,,,White Pine,,1623,,,,,,,,,149,,,,,,,,,,,,,115,,,2002 Attorney General,1086,
Nevada,,,Carson City,,9655,,,,,,,,,1000,,,,,347,,,,,,,,613,,,2002 Controller,5363,
Nevada,,,Churchill,,4653,,,,,,,,,455,,,,,118,,,,,,,,357,,,2002 Controller,1565,
Nevada,,,Clark,,142788,,,,,,,,,16122,,,,,6618,,,,,,,,11651,,,2002 Controller,119149,
Nevada,,,Douglas,,10331,,,,,,,,,1069,,,,,308,,,,,,,,579,,,2002 Controller,3962,
Nevada,,,Elko,,7043,,,,,,,,,642,,,,,355,,,,,,,,674,,,2002 Controller,2095,
Nevada,,,Esmeralda,,256,,,,,,,,,37,,,,,13,,,,,,,,25,,,2002 Controller,104,
Nevada,,,Eureka,,402,,,,,,,,,69,,,,,23,,,,,,,,31,,,2002 Controller,147,
Nevada,,,Humboldt,,2526,,,,,,,,,368,,,,,96,,,,,,,,218,,,2002 Controller,916,
Nevada,,,Lander,,1139,,,,,,,,,146,,,,,30,,,,,,,,110,,,2002 Controller,394,
Nevada,,,Lincoln,,724,,,,,,,,,118,,,,,34,,,,,,,,72,,,2002 Controller,769,
Nevada,,,Lyon,,6341,,,,,,,,,700,,,,,211,,,,,,,,613,,,2002 Controller,2803,
Nevada,,,Mineral,,875,,,,,,,,,174,,,,,55,,,,,,,,296,,,2002 Controller,624,
Nevada,,,Nye,,5402,,,,,,,,,694,,,,,321,,,,,,,,581,,,2002 Controller,3606,
Nevada,,,Pershing,,895,,,,,,,,,155,,,,,34,,,,,,,,147,,,2002 Controller,402,
Nevada,,,Storey,,915,,,,,,,,,112,,,,,65,,,,,,,,77,,,2002 Controller,434,
Nevada,,,Washoe,,60090,,,,,,,,,5689,,,,,2433,,,,,,,,4346,,,2002 Controller,28781,
Nevada,,,White Pine,,1386,,,,,,,,,249,,,,,48,,,,,,,,146,,,2002 Controller,1093,
Nevada,,,Carson City,,8675,,,,,,,,,646,,,,,260,,,,,,,,246,,,2002 Lt. Governor,7445,
Nevada,,,Churchill,,4036,,,,,,,,,293,,,,,124,,,,,,,,124,,,2002 Lt. Governor,2749,
Nevada,,,Clark,,160546,,,,,,,,,9760,,,,,5296,,,,,,,,3409,,,2002 Lt. Governor,127687,
Nevada,,,Douglas,,9650,,,,,,,,,632,,,,,256,,,,,,,,282,,,2002 Lt. Governor,5837,
Nevada,,,Elko,,7187,,,,,,,,,380,,,,,314,,,,,,,,269,,,2002 Lt. Governor,2832,
Nevada,,,Esmeralda,,246,,,,,,,,,27,,,,,19,,,,,,,,16,,,2002 Lt. Governor,131,
Nevada,,,Eureka,,401,,,,,,,,,37,,,,,30,,,,,,,,12,,,2002 Lt. Governor,202,
Nevada,,,Humboldt,,2333,,,,,,,,,181,,,,,123,,,,,,,,43,,,2002 Lt. Governor,1610,
Nevada,,,Lander,,1123,,,,,,,,,76,,,,,29,,,,,,,,24,,,2002 Lt. Governor,599,
Nevada,,,Lincoln,,972,,,,,,,,,66,,,,,28,,,,,,,,44,,,2002 Lt. Governor,626,
Nevada,,,Lyon,,5611,,,,,,,,,395,,,,,193,,,,,,,,234,,,2002 Lt. Governor,4409,
Nevada,,,Mineral,,691,,,,,,,,,76,,,,,40,,,,,,,,44,,,2002 Lt. Governor,1169,
Nevada,,,Nye,,5508,,,,,,,,,329,,,,,289,,,,,,,,184,,,2002 Lt. Governor,4442,
Nevada,,,Pershing,,800,,,,,,,,,71,,,,,39,,,,,,,,27,,,2002 Lt. Governor,725,
Nevada,,,Storey,,817,,,,,,,,,68,,,,,58,,,,,,,,34,,,2002 Lt. Governor,665,
Nevada,,,Washoe,,50321,,,,,,,,,3951,,,,,2022,,,,,,,,1579,,,2002 Lt. Governor,46931,
Nevada,,,White Pine,,1551,,,,,,,,,130,,,,,51,,,,,,,,38,,,2002 Lt. Governor,1241,
Nevada,,,Carson City,,13221,,,,,,,,,729,,,259,217,,,,,,,,,425,,,2002 Secretary of State,2371,
Nevada,,,Churchill,,5135,,,,,,,,,408,,,159,76,,,,,,,,,314,,,2002 Secretary of State,1169,
Nevada,,,Clark,,167019,,,,,,,,,18406,,,9632,4041,,,,,,,,,10847,,,2002 Secretary of State,89167,
Nevada,,,Douglas,,12112,,,,,,,,,792,,,201,272,,,,,,,,,500,,,2002 Secretary of State,2628,
Nevada,,,Elko,,7624,,,,,,,,,723,,,298,146,,,,,,,,,532,,,2002 Secretary of State,1577,
Nevada,,,Esmeralda,,276,,,,,,,,,46,,,13,3,,,,,,,,,23,,,2002 Secretary of State,74,
Nevada,,,Eureka,,430,,,,,,,,,79,,,13,8,,,,,,,,,32,,,2002 Secretary of State,102,
Nevada,,,Humboldt,,2972,,,,,,,,,329,,,104,38,,,,,,,,,98,,,2002 Secretary of State,704,
Nevada,,,Lander,,1274,,,,,,,,,137,,,88,23,,,,,,,,,57,,,2002 Secretary of State,260,
Nevada,,,Lincoln,,1010,,,,,,,,,147,,,102,7,,,,,,,,,103,,,2002 Secretary of State,342,
Nevada,,,Lyon,,7421,,,,,,,,,608,,,246,159,,,,,,,,,440,,,2002 Secretary of State,1930,
Nevada,,,Mineral,,1138,,,,,,,,,174,,,62,31,,,,,,,,,116,,,2002 Secretary of State,480,
Nevada,,,Nye,,6284,,,,,,,,,794,,,340,133,,,,,,,,,496,,,2002 Secretary of State,2578,
Nevada,,,Pershing,,1075,,,,,,,,,137,,,60,19,,,,,,,,,79,,,2002 Secretary of State,275,
Nevada,,,Storey,,1089,,,,,,,,,97,,,47,43,,,,,,,,,61,,,2002 Secretary of State,296,
Nevada,,,Washoe,,68376,,,,,,,,,5637,,,2856,2354,,,,,,,,,3726,,,2002 Secretary of State,19985,
Nevada,,,White Pine,,1669,,,,,,,,,318,,,72,32,,,,,,,,,138,,,2002 Secretary of State,717,
Nevada,,,Carson City,,11205,,,,,,,,,841,,,,,,,,,,,,,660,,,2002 Treasurer,4356,
Nevada,,,Churchill,,4686,,,,,,,,,408,,,,,,,,,,,,,351,,,2002 Treasurer,1743,
Nevada,,,Clark,,153152,,,,,,,,,18686,,,,,,,,,,,,,17269,,,2002 Treasurer,108225,
Nevada,,,Douglas,,11387,,,,,,,,,880,,,,,,,,,,,,,659,,,2002 Treasurer,3455,
Nevada,,,Elko,,6891,,,,,,,,,775,,,,,,,,,,,,,773,,,2002 Treasurer,2378,
Nevada,,,Esmeralda,,246,,,,,,,,,48,,,,,,,,,,,,,39,,,2002 Treasurer,104,
Nevada,,,Eureka,,407,,,,,,,,,81,,,,,,,,,,,,,37,,,2002 Treasurer,155,
Nevada,,,Humboldt,,2476,,,,,,,,,328,,,,,,,,,,,,,244,,,2002 Treasurer,1097,
Nevada,,,Lander,,1133,,,,,,,,,145,,,,,,,,,,,,,132,,,2002 Treasurer,422,
Nevada,,,Lincoln,,825,,,,,,,,,173,,,,,,,,,,,,,142,,,2002 Treasurer,546,
Nevada,,,Lyon,,6297,,,,,,,,,705,,,,,,,,,,,,,688,,,2002 Treasurer,3016,
Nevada,,,Mineral,,890,,,,,,,,,174,,,,,,,,,,,,,145,,,2002 Treasurer,780,
Nevada,,,Nye,,5335,,,,,,,,,844,,,,,,,,,,,,,834,,,2002 Treasurer,3574,
Nevada,,,Pershing,,896,,,,,,,,,159,,,,,,,,,,,,,134,,,2002 Treasurer,452,
Nevada,,,Storey,,924,,,,,,,,,113,,,,,,,,,,,,,114,,,2002 Treasurer,461,
Nevada,,,Washoe,,63189,,,,,,,,,5030,,,,,,,,,,,,,4544,,,2002 Treasurer,29339,
Nevada,,,White Pine,,1454,,,,,,,,,288,,,,,,,,,,,,,167,,,2002 Treasurer,1027,
